ogc_fid,field_1,name,hanzi,polity,location,latitude,longitude,entries,field_9,field_10,GEOMETRY,years
906,,Ying,郢,"Chu, cap","Modern Jinancheng 紀南城, N of Jiangling Co 江陵縣, Hubei",30.04166,112.42398,"Xi 12.2; Wen 10.3, 14.10; Cheng 2.6; Xiang 14.11; Zhao 23.9, 24.9, 31.6; Ding 4.14(C), 4.3, 5.7, 6.4; Ai 4.2. See map 4.",,,"b'\x00\x01\xe6\x10\x00\x00\x1e\x8a\x02}""\x1b\\@&\x8d\xd1:\xaa\n>@\x1e\x8a\x02}""\x1b\\@&\x8d\xd1:\xaa\n>@|\x01\x00\x00\x00\x1e\x8a\x02}""\x1b\\@&\x8d\xd1:\xaa\n>@\xfe'","490,504,504,503,502,517,516,509,557,587,615,611,646"
907,,Ying . .,潁,Zhou,"E of Dengfeng Co 登封縣, Henan.",34.45488,113.01869,"Zhao 1.5, 9.3",,,b'\x00\x01\xe6\x10\x00\x00\xc9\xb0\x8a72A\\@`\xcd\x01\x829:A@\xc9\xb0\x8a72A\\@`\xcd\x01\x829:A@|\x01\x00\x00\x00\xc9\xb0\x8a72A\\@`\xcd\x01\x829:A@\xfe',"539,531"
908,,Ying  (river).,潁,,"Flows through Yu Co 禹縣, Henan.",34.7657099,113.75322,"Xuan 10.12; Xiang 10.11, 18.4.",,,b'\x00\x01\xe6\x10\x00\x00\\\xac\xa8\xc14p\\@\x99\\1\xc8\x02bA@\\\xac\xa8\xc14p\\@\x99\\1\xc8\x02bA@|\x01\x00\x00\x00\\\xac\xa8\xc14p\\@\x99\\1\xc8\x02bA@\xfe',"561,553,597"
909,,Ying . .,嬴,Qi,"NW of Laiwu Co 萊蕪縣, Shandong.",36.2546,117.75535,"Huan 3.1(C), 3.2; Ai 11.3, 15.4.",,,"b""\x00\x01\xe6\x10\x00\x00'\xc2\x86\xa7Wp]@\xe3\xc7\x98\xbb\x96 B@'\xc2\x86\xa7Wp]@\xe3\xc7\x98\xbb\x96 B@|\x01\x00\x00\x00'\xc2\x86\xa7Wp]@\xe3\xc7\x98\xbb\x96 B@\xfe""","483,479,707,707"
910,,Ying,應,"Dom, CN Ji 姬","E of Lushan Co 魯山縣, Henan",33.7385399,112.90802,Xi 24.2,,,b'\x00\x01\xe6\x10\x00\x00J\x07\xeb\xff\x1c:\\@C\xa5\xb6y\x88\xde@@J\x07\xeb\xff\x1c:\\@C\xa5\xb6y\x88\xde@@|\x01\x00\x00\x00J\x07\xeb\xff\x1c:\\@C\xa5\xb6y\x88\xde@@\xfe',634
911,,Yingqiu,英丘,Jin,Unk,35.77757000000012,117.8017199999998,Ai 23.2,,,b'\x00\x01\xe6\x10\x00\x00\x017\xe6\xd0}\xc6X\xc0\xeblm\x86\xc0YD@\x017\xe6\xd0}\xc6X\xc0\xeblm\x86\xc0YD@|\x01\x00\x00\x00\x017\xe6\xd0}\xc6X\xc0\xeblm\x86\xc0YD@\xfe',471
912,,Yingshi,英氏,"Dom, CN Yan 偃","Between Huoshan Co 霍山縣 and Jinzhai Co 金寨縣, Anhui",31.6818886,115.8773208,"Xi 17.1(C), 17.1",,,b'\x00\x01\xe6\x10\x00\x00p\x06$\x06&\xf8\\@\xe6\x83T@\x90\xae?@p\x06$\x06&\xf8\\@\xe6\x83T@\x90\xae?@|\x01\x00\x00\x00p\x06$\x06&\xf8\\@\xe6\x83T@\x90\xae?@\xfe',"641,641"
913,,Yingwei,潁尾,Chu,"Modern Zhengyangguan 正陽關, Anhui",32.48082,116.532135,Zhao 12.11,,,"b'\x00\x01\xe6\x10\x00\x00\xa5\x83\xf5\x7f\x0e""]@\xa1\xa1\x7f\x82\x8b=@@\xa5\x83\xf5\x7f\x0e""]@\xa1\xa1\x7f\x82\x8b=@@|\x01\x00\x00\x00\xa5\x83\xf5\x7f\x0e""]@\xa1\xa1\x7f\x82\x8b=@@\xfe'",528
914,,Yinkou,陰口,"Zheng, N of Yinban 陰阪","W of Xinzheng Co 新鄭縣, Henan",34.39603,113.73097,Xiang 9.6.,,,b'\x00\x01\xe6\x10\x00\x00\xdb\x16e6\xc8n\\@\x11\x1em\x1c\xb12A@\xdb\x16e6\xc8n\\@\x11\x1em\x1c\xb12A@|\x01\x00\x00\x00\xdb\x16e6\xc8n\\@\x11\x1em\x1c\xb12A@\xfe',562
915,,Yinren . . .,陰人,Jin,Unk,35.77757000000012,117.8017199999998,Ai 4.3,,,b'\x00\x01\xe6\x10\x00\x00\x017\xe6\xd0}\xc6X\xc0\xeblm\x86\xc0YD@\x017\xe6\xd0}\xc6X\xc0\xeblm\x86\xc0YD@|\x01\x00\x00\x00\x017\xe6\xd0}\xc6X\xc0\xeblm\x86\xc0YD@\xfe',490
916,,Yiqiu,揖丘,Cao,"In Cao Co 曹縣, Shandong",36.6682599,117.02076,Ai 7.5,,,b'\x00\x01\xe6\x10\x00\x00(D\xc0!TA]@7\xddW\x8a\x89UB@(D\xc0!TA]@7\xddW\x8a\x89UB@|\x01\x00\x00\x00(D\xc0!TA]@7\xddW\x8a\x89UB@\xfe',487
917,,Yique,伊闕 (mountain),Zhou,Unk,35.777570000000054,117.80172000000002,Ding 8.8,,,b'\x00\x01\xe6\x10\x00\x00\x017\xe6\xd0}\xc6X\xc0\xeblm\x86\xc0YD@\x017\xe6\xd0}\xc6X\xc0\xeblm\x86\xc0YD@|\x01\x00\x00\x00\x017\xe6\xd0}\xc6X\xc0\xeblm\x86\xc0YD@\xfe',500
918,,Yiyi,夷儀 (1),"Wei, later Jin",Unk,40.7011879,-99.1014292,"Xiang 24.7, 25.3, 25.4, 25.9, 25.15, 25.16, 26.2; Ding 9.4, 10.4; Ai 26.3.",,,b'\x00\x01\xe6\x10\x00\x00\x017\xe6\xd0}\xc6X\xc0\xeblm\x86\xc0YD@\x017\xe6\xd0}\xc6X\xc0\xeblm\x86\xc0YD@|\x01\x00\x00\x00\x017\xe6\xd0}\xc6X\xc0\xeblm\x86\xc0YD@\xfe',"468,499,498,547,546,546,546,546,546,545"
919,,Yiyi . .,夷儀 (2),Xing,"W of Liaocheng Co 聊城縣, Shandong.",36.4625,115.87156,Min 2.9; Xi 1.3,,,b'\x00\x01\xe6\x10\x00\x00\x1d \x98\xa3\xc7\xf7\\@33333;B@\x1d \x98\xa3\xc7\xf7\\@33333;B@|\x01\x00\x00\x00\x1d \x98\xa3\xc7\xf7\\@33333;B@\xfe',"657,658"
920,,Yong,涌,Chu,"Modern Gangang Lake 乾港湖, SE of Jianli Co 監利縣, Hubei",29.5578799,113.20621,Zhuang 18.5.,,,b'\x00\x01\xe6\x10\x00\x00\xec\x86m\x8b2M\\@\x83\x98\x957\xd1\x8e=@\xec\x86m\x8b2M\\@\x83\x98\x957\xd1\x8e=@|\x01\x00\x00\x00\xec\x86m\x8b2M\\@\x83\x98\x957\xd1\x8e=@\xfe',674
921,,Yong .,庸,,"Dom. E of Zhushan Co 竹山縣, Hubei.",32.2246799,110.22879,"Wen 16.6(C), 16.4; Xuan 12.2",,,b'\x00\x01\xe6\x10\x00\x00\xb8\xe9\xcf~\xa4\x8e[@\xc6H\x9bO\xc2\x1c@@\xb8\xe9\xcf~\xa4\x8e[@\xc6H\x9bO\xc2\x1c@@|\x01\x00\x00\x00\xb8\xe9\xcf~\xa4\x8e[@\xc6H\x9bO\xc2\x1c@@\xfe',"595,609,609"
922,,Yong,雍 (1),Qin,"S of Fengxiang Co 鳳翔縣, Shaanxi",34.5211399,107.40076,Xi 13.4; Zhao 1.8. See map 3,,,b'\x00\x01\xe6\x10\x00\x00\xe1bE\r\xa6\xd9Z@\x03\x92U\xb6\xb4BA@\xe1bE\r\xa6\xd9Z@\x03\x92U\xb6\xb4BA@|\x01\x00\x00\x00\xe1bE\r\xa6\xd9Z@\x03\x92U\xb6\xb4BA@\xfe',"539,645"
923,,Yong,雍 (2),"Dom, CN Ji 姬","W of Xiuwu Co 修武縣, Henan",35.2236099,113.44776,Xi 24.2,,,b'\x00\x01\xe6\x10\x00\x00?\x1d\x8f\x19\xa8\\\\@\xea\xc7\xcb?\x9f\x9cA@?\x1d\x8f\x19\xa8\\\\@\xea\xc7\xcb?\x9f\x9cA@|\x01\x00\x00\x00?\x1d\x8f\x19\xa8\\\\@\xea\xc7\xcb?\x9f\x9cA@\xfe',634
924,,Yongdong,甬東 (mountain),Yue,"Modern Weng Mountain 翁山, Dinghai Co 定海縣, Zhejiang",29.99569,122.20179,Ai 22.2,,,b'\x00\x01\xe6\x10\x00\x00;\xaa\x9a \xea\x8c^@I\xf42\x8a\xe5\xfe=@;\xaa\x9a \xea\x8c^@I\xf42\x8a\xe5\xfe=@|\x01\x00\x00\x00;\xaa\x9a \xea\x8c^@I\xf42\x8a\xe5\xfe=@\xfe',472
925,,Yongliang,雍梁,Zheng,"NE of Yu Co 禹縣, Henan",34.7657099,113.75322,"Xiang 18.4, 30.10",,,b'\x00\x01\xe6\x10\x00\x00\\\xac\xa8\xc14p\\@\x99\\1\xc8\x02bA@\\\xac\xa8\xc14p\\@\x99\\1\xc8\x02bA@|\x01\x00\x00\x00\\\xac\xa8\xc14p\\@\x99\\1\xc8\x02bA@\xfe',"553,541"
926,,Yongpu,庸浦,Chu,"P, S of Wuwei Co 無為縣, Anhui",31.3187699,117.88726,Xiang 13.5,,,"b'\x00\x01\xe6\x10\x00\x00""\xc3*\xde\xc8x]@\xferw\xe7\x9aQ?@""\xc3*\xde\xc8x]@\xferw\xe7\x9aQ?@|\x01\x00\x00\x00""\xc3*\xde\xc8x]@\xferw\xe7\x9aQ?@\xfe'",558
927,,Yongqiu,雍丘,Song,"Area governed by Qi Co 杞縣, Henan",34.5503399,114.78283,"Ai 9.2(C), 9.2",,,b'\x00\x01\xe6\x10\x00\x00\xf9\x14\x00\xe3\x19\xb2\\@\x8a\x17\xb0\x89qFA@\xf9\x14\x00\xe3\x19\xb2\\@\x8a\x17\xb0\x89qFA@|\x01\x00\x00\x00\xf9\x14\x00\xe3\x19\xb2\\@\x8a\x17\xb0\x89qFA@\xfe',"485,485"
928,,Yongshi,雍澨,Chu,Lands next to a tributary of Tianmen River 天門河,30.6633899,113.16614,"Ding 4.3, 5.5.",,,b'\x00\x01\xe6\x10\x00\x00\xad\xa3\xaa\t\xa2J\\@(\xff\xa4\xeb\xd3\xa9>@\xad\xa3\xaa\t\xa2J\\@(\xff\xa4\xeb\xd3\xa9>@|\x01\x00\x00\x00\xad\xa3\xaa\t\xa2J\\@(\xff\xa4\xeb\xd3\xa9>@\xfe',"504,503"
929,,Yongyu  .,雍榆.,Jin,"SW of Jun Co 浚縣, Henan.",35.6761699,114.55078,"Xiang 23.9(C), 23.4",,,b'\x00\x01\xe6\x10\x00\x00\x9e\xd2\xc1\xfa?\xa3\\@\x11\x85;\xbc\x8c\xd6A@\x9e\xd2\xc1\xfa?\xa3\\@\x11\x85;\xbc\x8c\xd6A@|\x01\x00\x00\x00\x9e\xd2\xc1\xfa?\xa3\\@\x11\x85;\xbc\x8c\xd6A@\xfe',"548,548"
930,,You,幽,Song,"P, in Lankao Co 蘭考縣, Henan",34.814433,114.819486,"Zhuang 16.4(C), 27.2(C), 27.2",,,b'\x00\x01\xe6\x10\x00\x00\xe9ahur\xb4\\@?\xe4-W?hA@\xe9ahur\xb4\\@?\xe4-W?hA@|\x01\x00\x00\x00\xe9ahur\xb4\\@?\xe4-W?hA@\xfe',"676,665,665"
931,,You,鄾,"Dom, wiped out by Chu","Old city NE of former Xiangyang Co 襄陽縣, Hubei",32.2556131,112.2399219,Huan 9.2; Ai 18.2.,,,b'\x00\x01\xe6\x10\x00\x00\x07\x86b\xe1Z\x0f\\@\xefv\x18\xee\xb7 @@\x07\x86b\xe1Z\x0f\\@\xefv\x18\xee\xb7 @@|\x01\x00\x00\x00\x07\x86b\xe1Z\x0f\\@\xefv\x18\xee\xb7 @@\xfe',"476,701"
932,,Youge  .,有鬲.,Wei,"SE of Dezhou City 德州市, Shandong.",37.4354999,116.35927,Xiang 4.7,,,b'\x00\x01\xe6\x10\x00\x00\xc5\x1b\x99G\xfe\x16]@\xa5\xf4\xf1u\xbe\xb7B@\xc5\x1b\x99G\xfe\x16]@\xa5\xf4\xf1u\xbe\xb7B@|\x01\x00\x00\x00\xc5\x1b\x99G\xfe\x16]@\xa5\xf4\xf1u\xbe\xb7B@\xfe',567
933,,Youqiu,幽丘,Song,"Xiao Co 蕭縣, Anhui",34.18835,116.94153,Cheng 18.5,,,b'\x00\x01\xe6\x10\x00\x00\xfc\x8c\x0b\x07B<]@\xce\x19Q\xda\x1b\x18A@\xfc\x8c\x0b\x07B<]@\xce\x19Q\xda\x1b\x18A@|\x01\x00\x00\x00\xfc\x8c\x0b\x07B<]@\xce\x19Q\xda\x1b\x18A@\xfe',571
934,,Youtang,郵棠,"Qi, Tang 棠","SE of Pingdu Co 平度縣, Shandong",36.8073,119.89291,Xiang 18.3,,,b'\x00\x01\xe6\x10\x00\x00^\x11\xfco%\xf9]@\xc8\x07=\x9bUgB@^\x11\xfco%\xf9]@\xc8\x07=\x9bUgB@|\x01\x00\x00\x00^\x11\xfco%\xf9]@\xc8\x07=\x9bUgB@\xfe',553
935,,Youyan,有閻,Wei,"Near Luoyang City 洛陽市, Henan",34.6181299,112.45402,Ding 4.1,,,b'\x00\x01\xe6\x10\x00\x00\xb7\xee\xe6\xa9\x0e\x1d\\@\x02\x97l\xe1\x1eOA@\xb7\xee\xe6\xa9\x0e\x1d\\@\x02\x97l\xe1\x1eOA@|\x01\x00\x00\x00\xb7\xee\xe6\xa9\x0e\x1d\\@\x02\x97l\xe1\x1eOA@\xfe',504
936,,Yu,邘 (1),Cao,"In Dingjie Co 定界縣, Shandong",35.62126,116.46577,Ai 7.5,,,"b'\x00\x01\xe6\x10\x00\x00O]\xf9,\xcf\x1d]@\x0f(\x9br\x85\xcfA@O]\xf9,\xcf\x1d]@\x0f(\x9br\x85\xcfA@|\x01\x00\x00\x00O]\xf9,\xcf\x1d]@\x0f(\x9br\x85\xcfA@\xfe'",487
937,,Yu,邘 (2),Wu,"N of Yangzhou City 揚州市, Jiangsu",32.3935799,119.41269,Ai 9.5,,,b'\x00\x01\xe6\x10\x00\x00\xb8XQ\x83i\xda]@un\x7f\xd3`2@@\xb8XQ\x83i\xda]@un\x7f\xd3`2@@|\x01\x00\x00\x00\xb8XQ\x83i\xda]@un\x7f\xd3`2@@\xfe',485
938,,Yu,邘 (3),"Old Yu 邘 area, then Zheng, finally Zhou",Unk,40.7011879,-99.1014292,Yin 11.5,,,b'\x00\x01\xe6\x10\x00\x00\x017\xe6\xd0}\xc6X\xc0\xeblm\x86\xc0YD@\x017\xe6\xd0}\xc6X\xc0\xeblm\x86\xc0YD@|\x01\x00\x00\x00\x017\xe6\xd0}\xc6X\xc0\xeblm\x86\xc0YD@\xfe',711
939,,Yu,邘 (4),"Dom, before Spring and Autumn period CN Ji 姬","Modern Yutai Town 邘臺鎮, NW of Qinyang Co 沁陽縣, Henan.",35.0875999,112.9506,Xi 24.2.,,,b'\x00\x01\xe6\x10\x00\x00\xf7\xe4a\xa1\xd6<\\@\x02\xd18y6\x8bA@\xf7\xe4a\xa1\xd6<\\@\x02\xd18y6\x8bA@|\x01\x00\x00\x00\xf7\xe4a\xa1\xd6<\\@\x02\xd18y6\x8bA@\xfe',634
940,,Yu . .,盂 (1),Jin,"Yu Co 盂縣, Shanxi.",38.0857999,113.41238,Zhao 28.3,,,b'\x00\x01\xe6\x10\x00\x00\x91a\x15odZ\\@\x02@\xba}\xfb\nC@\x91a\x15odZ\\@\x02@\xba}\xfb\nC@|\x01\x00\x00\x00\x91a\x15odZ\\@\x02@\xba}\xfb\nC@\xfe',512
941,,Yu,盂 (2),Jin,"Modern Wu’eryu 吾兒峪 of Taihang Mountains 太行山, NE of Licheng Co 黎城縣, Shanxi",36.4661399,113.32171,Ai 4.3.,,,"b'\x00\x01\xe6\x10\x00\x00\xf42\x8a\xe5\x96T\\@,\xee\xe4x\xaa;B@\xf42\x8a\xe5\x96T\\@,\xee\xe4x\xaa;B@|\x01\x00\x00\x00\xf42\x8a\xe5\x96T\\@,\xee\xe4x\xaa;B@\xfe'",490
942,,Yu . .,盂 (3),Song,"Sui Co 睢縣, Henan.",34.4452599,115.0715299,"Xi 21.4(C), 21.3",,,b'\x00\x01\xe6\x10\x00\x00\xeaK%\xf2\x93\xc4\\@1\\\xc2F\xfe8A@\xeaK%\xf2\x93\xc4\\@1\\\xc2F\xfe8A@|\x01\x00\x00\x00\xeaK%\xf2\x93\xc4\\@1\\\xc2F\xfe8A@\xfe',"637,637"
943,,Yu,盂 (4),"Wei, E area",Unk,40.7011879,-99.1014292,Ding 14.8,,,b'\x00\x01\xe6\x10\x00\x00\x017\xe6\xd0}\xc6X\xc0\xeblm\x86\xc0YD@\x017\xe6\xd0}\xc6X\xc0\xeblm\x86\xc0YD@|\x01\x00\x00\x00\x017\xe6\xd0}\xc6X\xc0\xeblm\x86\xc0YD@\xfe',494
944,,Yu,盂 (5),Zhou,Unk,35.777570000000054,117.80172000000002,Ding 8.2,,,b'\x00\x01\xe6\x10\x00\x00\x017\xe6\xd0}\xc6X\xc0\xeblm\x86\xc0YD@\x017\xe6\xd0}\xc6X\xc0\xeblm\x86\xc0YD@|\x01\x00\x00\x00\x017\xe6\xd0}\xc6X\xc0\xeblm\x86\xc0YD@\xfe',500
945,,Yu,魚,Wei,"P, E of Fengjie Co 奉節縣, Sichuan",30.6508899,104.07572,Wen 16.4,,,b'\x00\x01\xe6\x10\x00\x00\xcd\xe9\xb2\x98\xd8\x04Z@\xf5\xcbq\xb8\xa0\xa6>@\xcd\xe9\xb2\x98\xd8\x04Z@\xf5\xcbq\xb8\xa0\xa6>@|\x01\x00\x00\x00\xcd\xe9\xb2\x98\xd8\x04Z@\xf5\xcbq\xb8\xa0\xa6>@\xfe',609
946,,Yu,圉 (1),Wei,"E area of Puyang Co 濮陽縣, Henan",35.5764999,115.26089,Xiang 26.3,,,b'\x00\x01\xe6\x10\x00\x00\x9fv\xf8k\xb2\xd0\\@\xdaR\xac\xbf\xca\xc9A@\x9fv\xf8k\xb2\xd0\\@\xdaR\xac\xbf\xca\xc9A@|\x01\x00\x00\x00\x9fv\xf8k\xb2\xd0\\@\xdaR\xac\xbf\xca\xc9A@\xfe',545
947,,Yu,圉 (2),Zheng,"Modern Yu Town 圉鎮, S of Qi Co 杞縣, Henan",34.331124,114.712836,Zhao 5.4,,,b'\x00\x01\xe6\x10\x00\x00U\xda\xe2\x1a\x9f\xad\\@\xdauoEb*A@U\xda\xe2\x1a\x9f\xad\\@\xdauoEb*A@|\x01\x00\x00\x00U\xda\xe2\x1a\x9f\xad\\@\xdauoEb*A@\xfe',535
948,,Yu,鄅,"Dom, CN Yun 妘","N of Linyi Co 臨沂縣, Shandong",35.1046499,118.3564599,"Wen 12.8(C), 12.7; Cheng 9.11(C), 9.10; Xiang 12.2(C), 12.1; Zhao 1.3(C), 1.8(C), 1.2, 1.11.",,,b'\x00\x01\xe6\x10\x00\x00x5/=\xd0\x96]@\xcc\x03\xfd*e\x8dA@x5/=\xd0\x96]@\xcc\x03\xfd*e\x8dA@|\x01\x00\x00\x00x5/=\xd0\x96]@\xcc\x03\xfd*e\x8dA@\xfe',"539,539,539,539,559,559,580,580,613,613"
949,,Yu .,虞,"Dom, CN Ji 姬.","NE of Pinglu Co 平陸縣, Shanxi.",34.8369158,111.201448,Huan 10.2 et passim,,,b'\x00\x01\xe6\x10\x00\x00\x0e\xf6&\x86\xe4\xcc[@\xba@\x93\x0e kA@\x0e\xf6&\x86\xe4\xcc[@\xba@\x93\x0e kA@|\x01\x00\x00\x00\x0e\xf6&\x86\xe4\xcc[@\xba@\x93\x0e kA@\xfe',700
950,,Yu Marsh,圉澤,Zhou,"Marsh located in E Yu 東圉 E of Luoyang City 洛陽市, Henan.",34.6181299,112.45402,Zhao 26.9.,,,b'\x00\x01\xe6\x10\x00\x00\xb7\xee\xe6\xa9\x0e\x1d\\@\x02\x97l\xe1\x1eOA@\xb7\xee\xe6\xa9\x0e\x1d\\@\x02\x97l\xe1\x1eOA@|\x01\x00\x00\x00\xb7\xee\xe6\xa9\x0e\x1d\\@\x02\x97l\xe1\x1eOA@\xfe',514
951,,"Yuan . ,",原 (1),Zhou,"W Zhou 西周. NW of Jiyuan Co 濟源縣, Henan.",35.0745099,112.60383,Xi 24.2,,,b'\x00\x01\xe6\x10\x00\x00\xff\x95\x95&\xa5&\\@7\xddW\x8a\x89\x89A@\xff\x95\x95&\xa5&\\@7\xddW\x8a\x89\x89A@|\x01\x00\x00\x00\xff\x95\x95&\xa5&\\@7\xddW\x8a\x89\x89A@\xfe',634
952,,Yuanling . .,緣陵,Qǐ,"SE of Changle Co 長樂縣, Shandong.",36.7070199,118.82984,"Xi 14.1(C), 14.1.",,,b'\x00\x01\xe6\x10\x00\x00i:;\x19\x1c\xb5]@\x83\x0f\xca\xa0\x7fZB@i:;\x19\x1c\xb5]@\x83\x0f\xca\xa0\x7fZB@|\x01\x00\x00\x00i:;\x19\x1c\xb5]@\x83\x0f\xca\xa0\x7fZB@\xfe',"644,644"
953,,Yuanlou,袁婁,Qi,Unk,35.77757000000006,117.80172000000002,Cheng 2.4(C),,,b'\x00\x01\xe6\x10\x00\x00\x017\xe6\xd0}\xc6X\xc0\xeblm\x86\xc0YD@\x017\xe6\xd0}\xc6X\xc0\xeblm\x86\xc0YD@|\x01\x00\x00\x00\x017\xe6\xd0}\xc6X\xc0\xeblm\x86\xc0YD@\xfe',587
954,,Yuanpu,宛濮,Wei,"SW of Changyuan Co 長垣縣, Henan",35.0744299,114.7629,Xi 28.5; Ai 26.3,,,"b'\x00\x01\xe6\x10\x00\x00\x94\x87\x85Z\xd3\xb0\\@\x1a,A\xeb\x86\x89A@\x94\x87\x85Z\xd3\xb0\\@\x1a,A\xeb\x86\x89A@|\x01\x00\x00\x00\x94\x87\x85Z\xd3\xb0\\@\x1a,A\xeb\x86\x89A@\xfe'","468,630"
955,,Yuchang,玉暢,Split between Song and Zheng,Unk,40.7011879,-99.1014292,Ai 12.6,,,b'\x00\x01\xe6\x10\x00\x00\x017\xe6\xd0}\xc6X\xc0\xeblm\x86\xc0YD@\x017\xe6\xd0}\xc6X\xc0\xeblm\x86\xc0YD@|\x01\x00\x00\x00\x017\xe6\xd0}\xc6X\xc0\xeblm\x86\xc0YD@\xfe',482
956,,Yue,越 (1),Wei,"In modern Cao Co 曹縣, Shandong",36.6682599,117.02076,"Huan 1.3(C), 1.2",,,b'\x00\x01\xe6\x10\x00\x00(D\xc0!TA]@7\xddW\x8a\x89UB@(D\xc0!TA]@7\xddW\x8a\x89UB@|\x01\x00\x00\x00(D\xc0!TA]@7\xddW\x8a\x89UB@\xfe',"709,709"
957,,Yue,越 (2),Dom,"Cap Kuaiji 會稽 near modern-day Kuaiji Mountain 會稽山, Shaoxing Co 紹興縣, Zhejiang",30.124975,120.401721,Xuan 8.3 et passim. See map 1.,,,b'\x00\x01\xe6\x10\x00\x00sG\xff\xcb\xb5\x19^@N\xd1\x91\\\xfe\x1f>@sG\xff\xcb\xb5\x19^@N\xd1\x91\\\xfe\x1f>@|\x01\x00\x00\x00sG\xff\xcb\xb5\x19^@N\xd1\x91\\\xfe\x1f>@\xfe',599
958,,Yueshi . . .,樂氏,Zheng,"Ford on the river. In Xinzheng Co 新鄭縣, Henan",34.39603,113.73097,Xiang 26.11,,,b'\x00\x01\xe6\x10\x00\x00\xdb\x16e6\xc8n\\@\x11\x1em\x1c\xb12A@\xdb\x16e6\xc8n\\@\x11\x1em\x1c\xb12A@|\x01\x00\x00\x00\xdb\x16e6\xc8n\\@\x11\x1em\x1c\xb12A@\xfe',545
959,,Yulin,棫林 (1),Qin,"Modern Jingyang Co 涇陽縣, Shaanxi",34.55268,108.84587,Xiang 14.3,,,"b'\x00\x01\xe6\x10\x00\x00\xb9\xaa\xec\xbb""6[@\x9f\x93\xde7\xbeFA@\xb9\xaa\xec\xbb""6[@\x9f\x93\xde7\xbeFA@|\x01\x00\x00\x00\xb9\xaa\xec\xbb""6[@\x9f\x93\xde7\xbeFA@\xfe'",557
960,,Yulin,棫林 (2),Xu,"NE of Ye Co 葉縣, Henan",33.6268299,113.35737,Xiang 16.2,,,b'\x00\x01\xe6\x10\x00\x00\x94\xa4k&\xdfV\\@\xd5SP\xf6;\xd0@@\x94\xa4k&\xdfV\\@\xd5SP\xf6;\xd0@@|\x01\x00\x00\x00\x94\xa4k&\xdfV\\@\xd5SP\xf6;\xd0@@\xfe',555
961,,Yuling,魚陵,Zheng,Unk,35.777570000000075,117.80171999999996,Xiang 18.4,,,b'\x00\x01\xe6\x10\x00\x00\x017\xe6\xd0}\xc6X\xc0\xeblm\x86\xc0YD@\x017\xe6\xd0}\xc6X\xc0\xeblm\x86\xc0YD@|\x01\x00\x00\x00\x017\xe6\xd0}\xc6X\xc0\xeblm\x86\xc0YD@\xfe',553
962,,Yulou,雩婁,Chu,"E of Shangcheng Co 商城縣 and N of Jinzhai Co 金寨縣, Anhui",31.6818886,115.8773208,Xiang 26.6; Zhao 5.8.,,,b'\x00\x01\xe6\x10\x00\x00p\x06$\x06&\xf8\\@\xe6\x83T@\x90\xae?@p\x06$\x06&\xf8\\@\xe6\x83T@\x90\xae?@|\x01\x00\x00\x00p\x06$\x06&\xf8\\@\xe6\x83T@\x90\xae?@\xfe',"535,545"
963,,Yun . .,鄆 (1),Lu,"NE of Yishui Co 沂水縣, Shandong.",35.7903399,118.62782,"Wen 12.8(C), 12.7; Cheng 9.11(C), 9.10; Xiang 12.2(C), 12.1; Zhao 1.3(C), 1.8(C), 1.2, 1.11",,,b'\x00\x01\xe6\x10\x00\x00\x95\xf1\xef3.\xa8]@\xa9\x9c\x9b\xdb)\xe5A@\x95\xf1\xef3.\xa8]@\xa9\x9c\x9b\xdb)\xe5A@|\x01\x00\x00\x00\x95\xf1\xef3.\xa8]@\xa9\x9c\x9b\xdb)\xe5A@\xfe',"539,539,539,539,559,559,580,580,613,613"
964,,Yun,鄆 (2),Lu,"E of Yuncheng Co 鄆城縣, Shandong",35.4139399,115.83012,"Cheng 4.8(C), 16.11; Zhao 25.8(C), 25.9, 26.2(C), 26.5(C), 26.1, 26.3, 27.2(C), 27.9(C), 27.1, 27.5, 29.1(C), 29.5(C), 29.1; Ding 6.7(C), 7.2, 10.5(C), 10.3. See map 2.",,,b'\x00\x01\xe6\x10\x00\x00Z\xf0\xa2\xaf \xf5\\@8\x81\x8e\xfb\xfb\xb4A@Z\xf0\xa2\xaf \xf5\\@8\x81\x8e\xfb\xfb\xb4A@|\x01\x00\x00\x00Z\xf0\xa2\xaf \xf5\\@8\x81\x8e\xfb\xfb\xb4A@\xfe',"502,501,498,498,515,515,514,514,514,514,513,513,513,513,511,511,511,585,573"
965,,Yun  . .,鄖 (1),"Dom, later Chu","P, near Anlu Co 安陸縣, Hubei.",31.2555399,113.68913,Huan 11.2; Zhao 14.5; Ding 4.3. See map 4,,,"b'\x00\x01\xe6\x10\x00\x00R,\xb7\xb4\x1al\\@\xb7R\x19\x10kA?@R,\xb7\xb4\x1al\\@\xb7R\x19\x10kA?@|\x01\x00\x00\x00R,\xb7\xb4\x1al\\@\xb7R\x19\x10kA?@\xfe'","504,526,699"
966,,Yun,鄖 (2),Que,"P, S of Ju Co 莒縣, Shandong",35.5799699,118.83687,"Ai 12.4(C), 12.4",,,b'\x00\x01\xe6\x10\x00\x00:@0G\x8f\xb5]@\x0b\x95$t<\xcaA@:@0G\x8f\xb5]@\x0b\x95$t<\xcaA@|\x01\x00\x00\x00:@0G\x8f\xb5]@\x0b\x95$t<\xcaA@\xfe',"482,482"
